name,address,vaccine,postal
Silver Cross Medical (Yishun Ring Road),"846 Yishun Ring Road, #01-3661, Singapore 760846",Moderna/Spikevax (JN.1) (12 years old and above),760846
Our Yishun Family Clinic,"471B Yishun Street 42, #01-09, Singapore 762471",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),762471
FAITH Clinic (Yishun),"598 Yishun Ring Road, Wisteria Mall #01-11, Singapore 768698",Pfizer/Comirnaty (JN.1) (12 years old & above),768698
Minmed Clinic (Yishun Ring),"598 Yishun Ring Road, Wisteria Mall #01-09, Singapore 768698",Pfizer/Comirnaty (JN.1) (12 years old & above),768698
GoodDoctors Medical Clinic ,"18 Yishun Avenue 9, #02-55, Junction Nine, Singapore 768897","Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(6 months to 4 years old)(5 years old to 11 years old)(12 years old and above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",768897
Minmed Clinic (Yishun),"1 Yishun Avenue 2, Northpoint City #02 - 153, Singapore 769098",Moderna/Spikevax (JN.1) (12 years old & above),769098
Raffles Medical (Northpoint),"930 Yishun Avenue 2, Northpoint City, North Wing #03-35, Singapore 769098",Moderna/Spikevax (JN.1) (12 years old and above),769098
New Path Medical & Aesthetics,"926 Upper Thomson Road, Singapore 787120","Pfizer/Comirnaty (JN.1) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",787120
OneCare Medical Clinic Fernvale,"417 Fernvale Link #01-10, Singapore 790417",Pfizer/Comirnaty (JN.1) (12 years old & above),790417
Island Family Clinic (Seletar),"455 Sengkang West Avenue #01-14, Singapore 790455",Pfizer/Comirnaty (JN.1) (12 years old & above),790455
Holistic Care Family Clinic,"455 Sengkang West Avenue, #01-10, Singapore 790455",Pfizer/Comirnaty (JN.1) (12 years old & above),790455
Suncare Medical Clinic,"455 Sengkang West Avenue, Multi Storey Car Park #01-08, Singapore 790455",Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above),790455
Etern Medical Clinic (Fernvale Palm) ,"432A Sengkang West Way, #01-03, Singapore 791432",Pfizer/Comirnaty (JN.1) (12 years old & above),791432
DR+ Medical and Paincare Fernvale,"467B Fernvale Link #01-529, Singapore 792467","Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",792467
ProHealth Medical Group@Fernvale,"33 Sengkang West Avenue, The Seletar Mall, B1-18, Singapore 797653",Pfizer/Comirnaty (JN.1) (12 years old & above),797653
Etern Medical Clinic (Sengkang),"33 Sengkang West Avenue, The Seletar Mall #03-33, Singapore 797653",Pfizer/Comirnaty (JN.1) (12 years old & above),797653
Phoenix Medical Group,"1 Seletar Rd, Greenwich V #02-11, Singapore 807011",Pfizer/Comirnaty (JN.1)(5 to 11 years old)(12 years old & above),807011
Clifford Dispensary PTE LTD,"50 Airport Boulevard, DNATA Building #03-50A, Singapore 819658",Pfizer/Comirnaty (JN.1) (12 years old & above),819658
Raffles Medical (Terminal 3),"65 Airport Boulevard, Singapore Changi Airport, Terminal 3, #B2-01, Singapore 819663 (Located behind 4 Fingers Restaurant)",Pfizer/Comirnaty (JN.1) (12 years old & above),819663
Healthway Medical (Punggol Field),"168 Punggol Field, #02-07A, Singapore 820168",Moderna/Spikevax (JN.1) (12 years old and above),820168
Lifeline Punggol Medical Clinic Pte. Ltd.,"198 Punggol Field #02-03, Singapore 820198",Pfizer/Comirnaty (JN.1) (12 years old & above),820198
Medi Healthcare Clinic (Punggol),"218 Sumang Walk #01-02, Singapore 820218",Pfizer/Comirnaty (JN.1) (12 years old & above),820218
Punggol Family Clinic Pte Ltd,"322 Sumang Walk #01-03, Singapore 820322",Pfizer/Comirnaty (JN.1) (12 years old & above),820322
Pinnacle Family Clinic (Northshore Plaza 1),"407 Northshore Drive, #02-18, Singapore 820407",Pfizer/Comirnaty (JN.1) (12 years old & above),820407
ProHealth Medical Group @Punggol Damai,"612 Punggol Drive, #01-05, Damai Grove, Singapore 820612",Pfizer/Comirnaty (JN.1) (12 years old & above),820612
Kenneth Tan Medical Clinic,"658 Punggol East #01-04, Singapore 820658","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old & above)",820658
Edgedale Medical Clinic,"122A Edgedale Plains, #01-187, Singapore 821122","Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above) (6 months to 5 years old)",821122
Northeast Medical Group (Punggol),"653A Punggol Drive, #01-05, Singapore 821653",Pfizer/Comirnaty (JN.1) (12 years old & above),821653
PanHealth Family Clinic,"312B Sumang Link, #01-03, Singapore 822312",Pfizer/Comirnaty (JN.1) (12 years old & above),822312
Zenith Medical Clinic,"266C Punggol Way, #01-374, Singapore 823266",Moderna/Spikevax (JN.1)(6 months to 4 years old)(5 years old to 11 years old)(12 years old and above),823266
Etern Medical Clinic (Punggol Sumang LRT),"308C Punggol Walk #01-302, 1 Waterway Terraces, Singapore 823308",Pfizer/Comirnaty (JN.1) (12 years old & above),823308
Punggol Ripples Clinic,"211D Punggol Walk, #01-667, Singapore 824211",Pfizer/Comirnaty (JN.1) (12 years old & above),824211
Prohealth Medical Group @Punggol Spectra,"622D Punggol Central #01-02, Singapore 824622",Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above),824622
Trinity Medical (Punggol),"273C Punggol Place, #01-874, Singapore 828273",Pfizer/Comirnaty (JN.1) (12 years old & above),828273
Raffles Medical (Waterway point),"83 Punggol Central, Waterway Point #02-29, Singapore 828761","Pfizer/Comirnaty (JN.1) (5 to 11 years old), Moderna/Spikevax (JN.1) (12 years old & above)",828761
OneDoctors Family Clinic (Punggol),"83 Punggol Central, Waterway Point #02-17, Singapore 828761",Pfizer/Comirnaty (JN.1) (12 years old & above),828761
Minmed Clinic (Punggol),"83 Punggol Central, Waterway Point #02-15, Singapore 828761",Pfizer/Comirnaty (JN.1) (12 years old & above),828761
Etern Medical Clinic,"70 Pungol Centre (Punggol MRT Station), #01-05, Singapore 828868",Pfizer/Comirnaty (JN.1) (12 years old & above),828868
Raffles Medical (Toa Payoh Central),"177 Toa Payoh Central #01-170, S310177",Moderna/Spikevax (JN.1) (12 years old and above),310177
Normanton Medical Clinic (Normanton Park) Pte. Ltd.,"63 Normanton Park, #01-87, S117287",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),117287
PInnacle Family Clinic (Sengkang),"170A Sengkang East Drive, #01-06, Singapore",Pfizer/Comirnaty (JN.1) (12 years old & above),541170
